Id,Predicted
0,868.010368601666
1,1967.012455476579
2,865.9405291358062
3,112.0044641967453
4,2669.83913373072
5,702.9224708315988
6,2162.175062292598
7,1080.246268218502
8,1103.4079028174485
9,1473.0166326284302
10,730.9062867426986
11,729.6416928876803
12,1261.6992510103191
13,833.5778307992601
14,88.52683209061533
15,864.4906014526705
16,880.2954049635838
17,1134.719789199078
18,1318.0276931840242
19,145.27904184706065
20,45.803929962395145
21,1094.9675794287245
22,2959.7035324505055
23,2277.1703932731957
24,109.41663493271945
25,2043.118449821253
26,1983.833914419249
27,198.65548066942426
28,194.57903278616635
29,854.8052409759781
30,1647.1724257041217
31,172.74258305351347
32,1033.9830752966898
33,751.8643494673756
34,442.15947349344447
35,498.26197928399074
36,379.8631332466998
37,1374.3631252329203
38,1624.7390559717583
39,235.47611343828487
40,2413.013261463766
41,1214.4154972660717
42,1132.641602626356
43,1289.3261806075295
44,359.58031091815917
45,315.2459357390671
46,461.3415220853202
47,237.4721036248258
48,1256.1898741830394
49,438.62512467937813
50,1991.75626018848
51,2854.0141905743917
52,760.848210880462
53,614.3695956018657
54,682.2792683351884
55,1042.2763549078527
56,145.09651959988565
57,841.4570696119915
58,68.81860213634101
59,165.46903033498444
60,1816.6342504753125
61,1600.719838072859
62,287.80027797067885
63,1767.4258117386428
64,1472.0981624878145
65,1744.5343218177165
66,1779.589278457251
67,576.147550545865
68,1583.4092964233853
69,2077.2101482517364
70,842.5508886708268
71,1156.348130970946
72,1857.0455029427792
73,845.7292711027566
74,1677.0414425410006
75,1057.1021710317314
76,482.1047603996459
77,635.2204341801356
78,1149.755191334225
79,644.0007763970475
80,2218.7532535187415
81,1963.7825745229536
82,760.1953696254667
83,852.8129923963401
84,986.3513572758949
85,2076.159916769419
86,1279.7003555520332
87,1360.2900426012093
88,375.17062784818324
89,2307.211737140742
90,2334.5399975155706
91,917.1570203623805
92,228.23233776132602
93,623.8621642638701
94,295.0016949103852
95,637.6433172236655
96,369.0596157804319
97,1271.471981602426
98,2956.132101243109
99,2577.131156926244
100,1547.7005524325434
101,430.3045433178692
102,2376.6499531904146
103,2529.3864868777964
104,206.48002324680226
105,1018.3069281901209
106,964.2613753542138
107,141.38246001537814
108,199.85995096566995
109,782.3106799731165
110,531.2701760874593
111,649.0030816567822
112,499.06412413636787
113,2101.358132256375
114,2148.7682518131173
115,981.2940435975345
116,600.6879389500009
117,1964.7699610895927
118,1886.9512447331542
119,259.3472575524947
120,248.64633518312712
121,630.7210159809168
122,240.01041644062033
123,603.1624988342694
124,543.8280978397494
125,630.7654080559586
126,2497.003203842558
127,1282.0109203903062
128,1558.022464536375
129,1687.0435679021452
130,933.6985594933731
131,459.73579369024554
132,979.9112204684667
133,263.1387466717891
134,2242.003568239801
135,2949.5684430099263
136,659.9696962740031
137,1305.392661232627
138,184.54809671194118
139,1563.7496602717456
140,557.6414618731286
141,970.9181221915677
142,1837.246036871491
143,1058.0004725896865
144,2136.897283446259
145,105.94810050208545
146,1496.795577224893
147,612.213198158942
148,80.00624975587844
149,752.8459337739695
150,1181.5756429446233
151,929.2152603137769
152,271.15493725912495
153,1728.762852446801
154,1872.3167467071378
155,1819.4795959284622
156,2898.104207926278
157,1115.4483403546756
158,1064.0018796975878
159,817.9303148801858
160,1769.107402053363
161,520.6034959544547
162,714.7090317045112
163,715.2656849031694
164,752.1096994454998
165,271.31162894354526
166,1929.7279601021487
167,1447.8791386023904
168,34.92849839314596
169,574.2142457306331
170,1158.2698303935917
171,72.47068372797375
172,473.08033144488263
173,2381.3284107825193
174,366.93459907727424
175,1762.2817595379008
176,1513.2696388945362
177,95.04735661763561
178,878.8185250664667
179,365.85379593493354
180,245.3670719554684
181,1725.4926832646959
182,2110.9490756529394
183,189.77091452590938
184,1789.833791166096
185,2518.158056993246
186,1395.9376776919519
187,773.397698470845
188,2267.1965067016135
189,1890.5009918008507
190,480.72965375562177
191,1025.4101618376912
192,609.902451216586
193,1962.3710148695125
194,1225.2122265142475
195,328.20725159569525
196,184.27153876819935
197,1041.9294601843255
198,1132.4349870963895
199,62.03224967708329
200,2395.399757869237
201,1493.5173249748393
202,1505.033222224679
203,1911.5514641254103
204,2041.4289113265738
205,2778.856779324908
206,1093.9108738832429
207,1831.9980895186545
208,159.5399636454766
209,1288.4149176410524
210,1247.0433031775601
211,1310.3114133670667
212,235.8495283014151
213,484.4068537913146
214,451.22056690713913
215,638.8818357098596
216,262.42903802742563
217,753.3531708302554
218,488.6972477925367
219,470.48591902415103
220,663.1214066820645
221,658.4109658868084
222,559.6865194017093
223,710.6651813617999
224,1239.0617418030467
225,224.6352599215003
226,658.9301935713676
227,1494.5086148965486
228,55.94640292279746
229,2075.0183131721997
230,417.08032799450035
231,554.0992690845206
232,1170.8262040115092
233,546.1254434651438
234,1103.5306973528195
235,656.3962218050924
236,638.0752306742521
237,665.7957644803697
238,829.3979744368803
239,765.7551828097542
240,587.8885948885214
241,2993.04811187525
242,1822.4741424777471
243,472.0857972868915
244,2196.013205789073
245,846.6906164591645
246,217.3131381210073
247,1974.64452497152
248,3078.5581040480624
249,212.60291625469299
250,2783.0576709798884
251,2373.1929967872397
252,650.6466014665718
253,522.6825040117567
254,1131.0534912195797
255,677.490221331644
256,387.09172039711723
257,19.4164878389476
258,1251.102313961572
259,1285.8790767408886
260,411.2626897738233
261,1270.8941734070543
262,1334.4081084885538
263,1024.4632741099117
264,913.2694016553933
265,1016.4428168864198
266,1031.963177637652
267,205.23157651784484
268,1379.0612749258098
269,509.8676298805407
270,135.36986370680884
271,680.8972022265916
272,580.538543078752
273,1737.7686842615158
274,352.5067375242635
275,1080.178688921421
276,1122.1853679316978
277,2210.437965652961
278,1700.436708613408
279,639.5404600179726
280,183.04371062672436
281,182.42806801586207
282,940.0957398052605
283,2244.018939314016
284,2126.067966928621
285,282.1240861748603
286,1391.8581105845524
287,986.5860327411898
288,1462.4681193106398
289,554.8711562155669
290,561.9199231207236
291,536.6358169186996
292,456.2159576341012
293,961.545630742504
294,2527.8245587856763
295,795.3326348138871
296,1060.2551579690617
